participant,learningDirection,startingPoint,imaginedDirection,condition,trialType,trialOrder,trialNumber,facingObject,facingObjectLocation,targetObject,targetObjectLocation,latency,horizontalCorrectAngle,horizontalResponseAngle,horizontalError,horizontalAbsError,verticalCorrectAngle,verticalResponseAngle,verticalError,verticalAbsError
1,0,1,90,1,Semi_Aligned,0,23,soccerball,Bottom,book,Top,3.918365,-135,9.400842,144.4008,144.4008,41.18461,1.600739,-39.58387,39.58387
1,0,1,90,1,Semi_Aligned,0,24,apple,Top,lamp,Bottom,7.011444,-135,13.20076,148.2008,148.2008,-42.62154,-1.199249,41.42229,41.42229
1,0,1,90,1,Semi_Aligned,0,25,drink bottle,Top,soccerball,Bottom,7.645447,45,10.20078,-34.79922,34.79922,-40.99789,0.6007385,41.59863,41.59863
1,0,1,90,1,Semi_Aligned,0,26,apple,Top,book,Top,0.001800537,-180,10.20078,-169.7992,169.7992,-1.468376,0.6007385,2.069115,2.069115
1,0,1,90,1,Semi_Aligned,0,27,apple,Top,plant,Bottom,0.00567627,45,10.20078,-34.79922,34.79922,-42.61043,0.6007385,43.21117,43.21117
1,0,1,90,1,Semi_Aligned,0,28,apple,Top,drink bottle,Top,0.00491333,-90,10.20078,100.2008,100.2008,-1.447792,0.6007385,2.048531,2.048531
1,0,1,90,1,Semi_Aligned,0,29,drink bottle,Top,fan,Top,0.004302979,180,10.20078,-169.7992,169.7992,-1.49926,0.6007385,2.099998,2.099998
1,0,1,90,1,Semi_Aligned,0,30,drink bottle,Top,apple,Top,0.002044678,90,10.20078,-79.79922,79.79922,-1.684509,0.6007385,2.285248,2.285248
1,0,1,90,1,Semi_Aligned,0,31,drink bottle,Top,dumbbell,Bottom,0.004119873,-135,10.20078,145.2008,145.2008,-41.50229,0.6007385,42.10303,42.10303
1,0,1,90,1,Semi_Aligned,0,32,lamp,Bottom,drink bottle,Top,3.2547,45,11.40066,-33.59933,33.59933,-1.447792,-1.999245,-0.5514526,0.5514526
1,0,1,90,1,Aligned,0,33,book,Top,lamp,Bottom,0.001647949,45,11.40066,-33.59933,33.59933,-42.62154,-1.999245,40.62229,40.62229
1,0,1,90,1,Semi_Aligned,0,34,dumbbell,Bottom,drink bottle,Top,0.0008544922,135,11.40066,-123.5993,123.5993,-1.447792,-1.999245,-0.5514526,0.5514526
1,0,1,90,1,Aligned,0,35,book,Top,drink bottle,Top,0.001678467,90,11.40066,-78.59933,78.59933,-1.447792,-1.999245,-0.5514526,0.5514526
1,0,1,90,1,Semi_Aligned,0,36,plant,Bottom,lamp,Bottom,1.699188,180,6.600638,-173.3994,173.3994,-1.339294,-3.999268,-2.659973,2.659973
1,0,1,90,1,Aligned,0,37,book,Top,dumbbell,Bottom,0.003479004,-45,6.600638,51.60064,51.60064,0.6912766,-3.999268,-4.690544,4.690544
1,0,1,90,1,Semi_Aligned,0,38,plant,Bottom,apple,Top,0.002563477,-45,7.400644,52.40064,52.40064,41.06187,-3.399269,-44.46114,44.46114
1,0,1,90,1,Aligned,0,39,book,Top,plant,Bottom,0.001098633,-135,7.400644,142.4007,142.4007,-1.318787,-3.399269,-2.080482,2.080482
1,0,1,90,1,Semi_Aligned,0,40,soccerball,Bottom,dumbbell,Bottom,0.00100708,180,7.400644,-172.5993,172.5993,0.6912766,-3.399269,-4.090546,4.090546
1,0,1,90,1,Semi_Aligned,0,41,soccerball,Bottom,book,Top,0.001556396,-135,7.400644,142.4007,142.4007,41.18461,-3.399269,-44.58388,44.58388
1,0,1,90,1,Aligned,0,42,book,Top,fan,Top,0.0007629395,-90,7.400644,97.40064,97.40064,41.1671,-3.399269,-44.56637,44.56637
1,0,1,90,1,Semi_Aligned,0,43,lamp,Bottom,soccerball,Bottom,1.935852,90,8.800626,-81.19937,81.19937,1.583244,-0.7992554,-2.3825,2.3825
1,0,1,90,1,Aligned,0,44,book,Top,soccerball,Bottom,0.7138367,135,8.800626,-126.1994,126.1994,1.583244,-0.7992554,-2.3825,2.3825
1,0,1,90,1,Aligned,0,45,book,Top,apple,Top,0.004119873,180,8.800626,-171.1994,171.1994,41.06187,-0.7992554,-41.86113,41.86113
4,0,1,90,1,Semi_Aligned,0,1,apple,Top,fan,Top,17.08031,90,82.19984,-7.800171,7.800171,-1.49926,0.5998611,2.099121,2.099121
4,0,1,90,1,Semi_Aligned,0,2,apple,Top,dumbbell,Bottom,10.19581,135,7.199854,-127.8001,127.8001,-41.50229,-3.200157,38.30213,38.30213
4,0,1,90,1,Aligned,0,3,book,Top,lamp,Bottom,3.549286,45,7.199854,-37.80014,37.80014,-42.62154,-3.200157,39.42138,39.42138
4,0,1,90,1,Semi_Aligned,0,4,apple,Top,soccerball,Bottom,3.311592,-45,7.199854,52.19986,52.19986,-40.99789,-3.200157,37.79774,37.79774
4,0,1,90,1,Semi_Aligned,0,5,drink bottle,Top,plant,Bottom,4.591789,135,7.199854,-127.8001,127.8001,-42.61043,-3.200157,39.41027,39.41027
4,0,1,90,1,Aligned,0,6,book,Top,drink bottle,Top,1.810738,90,7.199854,-82.80014,82.80014,-1.447792,-3.200157,-1.752365,1.752365
4,0,1,90,1,Aligned,0,7,book,Top,apple,Top,1.612328,-180,7.199854,-172.8001,172.8001,-1.684509,-3.200157,-1.515648,1.515648
4,0,1,90,1,Semi_Aligned,0,8,drink bottle,Top,fan,Top,2.898796,-180,7.199854,-172.8001,172.8001,-1.49926,-3.200157,-1.700897,1.700897
4,0,1,90,1,Aligned,0,9,book,Top,plant,Bottom,2.060181,-135,7.199854,142.1999,142.1999,-42.61043,-3.200157,39.41027,39.41027
4,0,1,90,1,Semi_Aligned,0,10,drink bottle,Top,book,Top,46.87776,-90,7.199854,97.19985,97.19985,-1.468376,-3.200157,-1.731781,1.731781
4,0,1,90,1,Aligned,0,11,book,Top,soccerball,Bottom,1.347534,135,7.199854,-127.8001,127.8001,-40.99789,-3.200157,37.79774,37.79774
4,0,1,90,1,Aligned,0,12,book,Top,fan,Top,1.867279,-90,7.199854,97.19985,97.19985,-1.49926,-3.200157,-1.700897,1.700897
4,0,1,90,1,Aligned,0,13,book,Top,dumbbell,Bottom,1.569656,-45,7.199854,52.19986,52.19986,-41.50229,-3.200157,38.30213,38.30213
4,0,1,90,1,Semi_Aligned,0,14,apple,Top,book,Top,3.297806,180,7.199854,-172.8001,172.8001,-1.468376,-3.200157,-1.731781,1.731781
4,0,1,90,1,Semi_Aligned,0,15,drink bottle,Top,lamp,Bottom,4.895996,-45,7.199854,52.19986,52.19986,-42.62154,-3.200157,39.42138,39.42138
4,0,1,90,1,Semi_Aligned,0,16,soccerball,Bottom,book,Top,12.57031,-135,14.39986,149.3999,149.3999,41.18461,-2.600189,-43.7848,43.7848
4,0,1,90,1,Semi_Aligned,0,17,lamp,Bottom,apple,Top,3.485703,135,14.39986,-120.6001,120.6001,41.06187,-2.600189,-43.66206,43.66206
4,0,1,90,1,Semi_Aligned,0,18,dumbbell,Bottom,fan,Top,3.189926,-45,14.39986,59.39986,59.39986,41.1671,-2.600189,-43.76729,43.76729
4,0,1,90,1,Semi_Aligned,0,19,plant,Bottom,fan,Top,2.056427,45,14.39986,-30.60013,30.60013,41.1671,-2.600189,-43.76729,43.76729
4,0,1,90,1,Semi_Aligned,0,20,lamp,Bottom,plant,Bottom,1.544952,180,14.39986,-165.6001,165.6001,-1.318787,-2.600189,-1.281403,1.281403
4,0,1,90,1,Semi_Aligned,0,21,dumbbell,Bottom,lamp,Bottom,1.3564,90,14.39986,-75.60013,75.60013,-1.339294,-2.600189,-1.260895,1.260895
4,0,1,90,1,Semi_Aligned,0,22,soccerball,Bottom,dumbbell,Bottom,1.395309,180,14.39986,-165.6001,165.6001,0.6912766,-2.600189,-3.291466,3.291466
4,0,1,90,1,Semi_Aligned,0,23,plant,Bottom,soccerball,Bottom,2.109283,-90,14.39986,104.3999,104.3999,1.583244,-2.600189,-4.183434,4.183434
4,0,1,90,1,Semi_Aligned,0,24,drink bottle,Top,soccerball,Bottom,2.644455,45,10.99984,-34.00015,34.00015,-40.99789,2.799736,43.79763,43.79763
4,0,1,90,1,Semi_Aligned,0,25,apple,Top,lamp,Bottom,0.848938,-135,10.79988,145.7999,145.7999,-42.62154,3.999725,46.62126,46.62126
4,0,1,90,1,Semi_Aligned,0,26,apple,Top,plant,Bottom,0.000793457,45,10.79988,-34.20013,34.20013,-42.61043,3.999725,46.61015,46.61015
4,0,1,90,1,Semi_Aligned,0,27,apple,Top,book,Top,0.001968384,180,10.79988,-169.2001,169.2001,-1.468376,3.999725,5.468102,5.468102
4,0,1,90,1,Semi_Aligned,0,28,apple,Top,drink bottle,Top,0.001464844,-90,10.79988,100.7999,100.7999,-1.447792,3.999725,5.447517,5.447517
4,0,1,90,1,Semi_Aligned,0,29,drink bottle,Top,fan,Top,0.00402832,-180,10.79988,-169.2001,169.2001,-1.49926,3.999725,5.498985,5.498985
4,0,1,90,1,Semi_Aligned,0,30,drink bottle,Top,apple,Top,0.007507324,90,10.79988,-79.20013,79.20013,-1.684509,3.999725,5.684235,5.684235
4,0,1,90,1,Semi_Aligned,0,31,drink bottle,Top,dumbbell,Bottom,0.0027771,-135,10.79988,145.7999,145.7999,-41.50229,3.999725,45.50201,45.50201
4,0,1,90,1,Semi_Aligned,0,32,soccerball,Bottom,book,Top,1.756195,-135,10.79988,145.7999,145.7999,-1.468376,3.999725,5.468102,5.468102
4,0,1,90,1,Semi_Misaligned,0,33,book,Top,dumbbell,Bottom,0.003540039,-45,10.79988,55.79988,55.79988,-60.6956,3.999725,64.69533,64.69533
4,0,1,90,1,Semi_Misaligned,0,34,book,Top,drink bottle,Top,0.001739502,90,10.79988,-79.20013,79.20013,-42.79559,3.999725,46.79532,46.79532
4,0,1,90,1,Semi_Misaligned,0,35,book,Top,plant,Bottom,0.001754761,-135,10.79988,145.7999,145.7999,-61.17007,3.999725,65.1698,65.1698
4,0,1,90,1,Semi_Misaligned,0,36,book,Top,apple,Top,0.2876587,-180,12.99985,-167.0002,167.0002,-1.684509,0.1997223,1.884232,1.884232
4,0,1,90,1,Semi_Misaligned,0,37,book,Top,fan,Top,2.034668,-90,15.39983,105.3998,105.3998,-1.49926,-0.4002914,1.098969,1.098969
4,0,1,90,1,Semi_Aligned,0,38,dumbbell,Bottom,plant,Bottom,0.0005187988,-90,15.39983,105.3998,105.3998,-1.318787,-0.4002914,0.9184952,0.9184952
4,0,1,90,1,Semi_Aligned,0,39,plant,Bottom,apple,Top,6.103516E-05,-45,15.39983,60.39983,60.39983,41.06187,-0.4002914,-41.46217,41.46217
4,0,1,90,1,Semi_Misaligned,0,40,book,Top,soccerball,Bottom,0.0008239746,135,15.39983,-119.6002,119.6002,-40.99789,-0.4002914,40.5976,40.5976
4,0,1,90,1,Semi_Aligned,0,41,lamp,Bottom,drink bottle,Top,0.005645752,45,15.39983,-29.60016,29.60016,41.19628,-0.4002914,-41.59657,41.59657
4,0,1,90,1,Semi_Aligned,0,42,dumbbell,Bottom,drink bottle,Top,0.0001220703,135,15.39983,-119.6002,119.6002,41.19628,-0.4002914,-41.59657,41.59657
4,0,1,90,1,Semi_Misaligned,0,43,book,Top,lamp,Bottom,0.006958008,45,15.39983,-29.60016,29.60016,-42.62154,-0.4002914,42.22124,42.22124
4,0,1,90,1,Semi_Aligned,0,44,plant,Bottom,lamp,Bottom,0.0005187988,180,15.39983,-164.6002,164.6002,-1.339294,-0.4002914,0.939003,0.939003
4,0,1,90,1,Semi_Aligned,0,45,lamp,Bottom,soccerball,Bottom,0.0027771,90,15.39983,-74.60016,74.60016,1.583244,-0.4002914,-1.983536,1.983536
4,0,1,90,1,Semi_Aligned,0,46,soccerball,Bottom,dumbbell,Bottom,0.0004882813,180,15.39983,-164.6002,164.6002,0.6912766,-0.4002914,-1.091568,1.091568
1,0,1,90,1,Aligned,0,1,book,Top,drink bottle,Top,1.627735,90,22.19996,-67.80005,67.80005,-1.4478,-0.6001892,0.8476105,0.8476105
1,0,1,90,1,Aligned,0,2,book,Top,fan,Top,0.00141716,-90,22.19996,112.2,112.2,-1.49926,-0.6001892,0.8990707,0.8990707
1,0,1,90,1,Aligned,0,3,book,Top,soccerball,Bottom,17.51,135,22.19996,-112.8,112.8,-40.99789,-0.6001892,40.39771,40.39771
1,0,1,90,1,Aligned,0,4,book,Top,lamp,Bottom,2.607864,45,22.19996,-22.80005,22.80005,-42.62154,-0.6001892,42.02135,42.02135
1,0,1,90,1,Semi_Aligned,0,5,apple,Top,soccerball,Bottom,3.23217,-45,22.19996,67.19997,67.19997,-40.99789,-0.6001892,40.39771,40.39771
1,0,1,90,1,Semi_Aligned,0,6,drink bottle,Top,book,Top,4.491798,-90,22.19996,112.2,112.2,-1.468384,-0.6001892,0.8681946,0.8681946
1,0,1,90,1,Semi_Aligned,0,7,apple,Top,dumbbell,Bottom,2.884411,135,22.19996,-112.8,112.8,-41.50229,-0.6001892,40.9021,40.9021
1,0,1,90,1,Semi_Aligned,0,8,drink bottle,Top,plant,Bottom,1.926994,135,22.19996,-112.8,112.8,-42.61043,-0.6001892,42.01024,42.01024
1,0,1,90,1,Semi_Aligned,0,9,apple,Top,book,Top,1.931816,-180,22.19996,-157.8,157.8,-1.468384,-0.6001892,0.8681946,0.8681946
1,0,1,90,1,Aligned,0,10,book,Top,plant,Bottom,1.664124,-135,22.19996,157.2,157.2,-42.61043,-0.6001892,42.01024,42.01024
1,0,1,90,1,Aligned,0,11,book,Top,apple,Top,1.614647,180,22.19996,-157.8,157.8,-1.684509,-0.6001892,1.08432,1.08432
1,0,1,90,1,Semi_Aligned,0,12,drink bottle,Top,fan,Top,2.057526,180,22.19996,-157.8,157.8,-1.49926,-0.6001892,0.8990707,0.8990707
1,0,1,90,1,Semi_Aligned,0,13,apple,Top,fan,Top,1.872246,90,22.19996,-67.80005,67.80005,-1.49926,-0.6001892,0.8990707,0.8990707
1,0,1,90,1,Aligned,0,14,book,Top,dumbbell,Bottom,2.01181,-45,22.19996,67.19997,67.19997,-41.50229,-0.6001892,40.9021,40.9021
1,0,1,90,1,Semi_Aligned,0,15,drink bottle,Top,lamp,Bottom,2.338799,-45,22.19996,67.19997,67.19997,-42.62154,-0.6001892,42.02135,42.02135
1,0,1,90,1,Semi_Aligned,0,16,dumbbell,Bottom,lamp,Bottom,46.91991,90,22.19996,-67.80005,67.80005,-1.339294,-0.6001663,0.7391281,0.7391281
1,0,1,90,1,Semi_Aligned,0,17,soccerball,Bottom,dumbbell,Bottom,1.369156,180,22.19996,-157.8,157.8,0.6912766,-0.6001663,-1.291443,1.291443
1,0,1,90,1,Semi_Aligned,0,18,lamp,Bottom,apple,Top,1.481857,135,22.19996,-112.8,112.8,41.06187,-0.6001663,-41.66204,41.66204
1,0,1,90,1,Semi_Aligned,0,19,plant,Bottom,soccerball,Bottom,1.237549,-90,22.19996,112.2,112.2,1.583244,-0.6001663,-2.183411,2.183411
1,0,1,90,1,Semi_Aligned,0,20,dumbbell,Bottom,fan,Top,1.300079,-45,22.19996,67.19997,67.19997,41.1671,-0.6001663,-41.76727,41.76727
1,0,1,90,1,Semi_Aligned,0,21,plant,Bottom,fan,Top,1.138504,45,22.19996,-22.80005,22.80005,41.1671,-0.6001663,-41.76727,41.76727
1,0,1,90,1,Semi_Aligned,0,22,soccerball,Bottom,book,Top,1.354797,-135,22.19996,157.2,157.2,41.18461,-0.6001663,-41.78477,41.78477
1,0,1,90,1,Semi_Aligned,0,23,lamp,Bottom,plant,Bottom,0.7408295,180,22.19996,-157.8,157.8,-1.318787,-0.6001663,0.7186203,0.7186203
1,0,1,90,1,Semi_Aligned,0,24,drink bottle,Top,fan,Top,81.18204,180,2.000076,-177.9999,177.9999,-1.49926,-1.000481,0.4987793,0.4987793
1,0,1,90,1,Semi_Aligned,0,25,apple,Top,drink bottle,Top,2.856506,-90,2.000076,92.00008,92.00008,-1.447792,-1.000481,0.4473114,0.4473114
1,0,1,90,1,Semi_Aligned,0,26,apple,Top,plant,Bottom,0.001495361,45,2.000076,-42.99994,42.99994,-42.61043,-1.000481,41.60995,41.60995
1,0,1,90,1,Semi_Aligned,0,27,apple,Top,lamp,Bottom,0.002548218,-135,2.000076,137.0001,137.0001,-42.62154,-1.000481,41.62106,41.62106
1,0,1,90,1,Semi_Aligned,0,28,drink bottle,Top,soccerball,Bottom,1.246414,45,2.000076,-42.99994,42.99994,-40.99789,-1.000481,39.99741,39.99741
1,0,1,90,1,Semi_Aligned,0,29,drink bottle,Top,apple,Top,1.200119,90,2.000076,-87.99994,87.99994,-1.684509,-1.000481,0.6840286,0.6840286
1,0,1,90,1,Semi_Aligned,0,30,drink bottle,Top,dumbbell,Bottom,0.00328064,-135,2.000076,137.0001,137.0001,-41.50229,-1.000481,40.50181,40.50181
1,0,1,90,1,Semi_Aligned,0,31,apple,Top,book,Top,0.6805115,-180,2.000076,-177.9999,177.9999,-1.468376,-1.000481,0.4678955,0.4678955
1,0,1,90,1,Semi_Aligned,0,32,soccerball,Bottom,dumbbell,Bottom,3.10141,180,2.000076,-177.9999,177.9999,-41.50229,-1.000481,40.50181,40.50181
1,0,1,90,1,Semi_Misaligned,0,33,book,Top,plant,Bottom,0.005157471,-135,2.000076,137.0001,137.0001,-61.17007,-1.000481,60.16959,60.16959
1,0,1,90,1,Semi_Misaligned,0,34,book,Top,soccerball,Bottom,1.045593,135,2.000076,-132.9999,132.9999,-60.48041,-1.000481,59.47993,59.47993
1,0,1,90,1,Semi_Aligned,0,35,plant,Bottom,apple,Top,1.433868,-45,2.000076,47.00008,47.00008,-1.684509,-1.000481,0.6840286,0.6840286
1,0,1,90,1,Semi_Aligned,0,36,plant,Bottom,lamp,Bottom,0.4683228,180,6.799937,-173.2001,173.2001,-1.339294,2.799538,4.138832,4.138832
1,0,1,90,1,Semi_Misaligned,0,37,book,Top,dumbbell,Bottom,0.003540039,-45,12.99994,57.99994,57.99994,-41.50229,-0.0004653931,41.50182,41.50182
1,0,1,90,1,Semi_Aligned,0,38,lamp,Bottom,drink bottle,Top,0.00100708,45,12.59996,-32.40002,32.40002,41.19628,1.599541,-39.59674,39.59674
1,0,1,90,1,Semi_Misaligned,0,39,book,Top,drink bottle,Top,0.001037598,90,12.59996,-77.40002,77.40002,-1.447792,1.599541,3.047333,3.047333
1,0,1,90,1,Semi_Aligned,0,40,soccerball,Bottom,book,Top,1.64032,-135,10.79993,145.7999,145.7999,41.18461,-0.2003326,-41.38494,41.38494
1,0,1,90,1,Semi_Misaligned,0,41,book,Top,lamp,Bottom,0.003601074,45,10.79993,-34.20007,34.20007,-42.62154,-0.2003326,42.4212,42.4212
1,0,1,90,1,Semi_Aligned,0,42,dumbbell,Bottom,drink bottle,Top,0.006988525,135,8.59994,-126.4001,126.4001,41.19628,0.5997009,-40.59658,40.59658
1,0,1,90,1,Semi_Aligned,0,43,dumbbell,Bottom,plant,Bottom,0.005371094,-90,7.19999,97.19999,97.19999,-1.318787,0.5997009,1.918488,1.918488
1,0,1,90,1,Semi_Aligned,0,44,lamp,Bottom,soccerball,Bottom,0.005126953,90,7.19999,-82.80002,82.80002,1.583244,0.5997009,-0.9835434,0.9835434
1,0,1,90,1,Semi_Misaligned,0,45,book,Top,apple,Top,1.53009,180,6.999977,-173,173,-1.684509,0.5997009,2.28421,2.28421
1,0,1,90,1,Semi_Misaligned,0,46,book,Top,fan,Top,0.8499756,-90,6.999977,96.99998,96.99998,-1.49926,0.5997009,2.098961,2.098961
55,0,1,90,1,Semi_Aligned,0,1,apple,Top,dumbbell,Bottom,1.85957,135,17.59993,-117.4001,117.4001,-41.50229,-1.20034,40.30195,40.30195
55,0,1,90,1,Aligned,0,2,book,Top,lamp,Bottom,0.003925323,45,17.59993,-27.40009,27.40009,-42.62154,-1.20034,41.4212,41.4212
55,0,1,90,1,Aligned,0,3,book,Top,fan,Top,0.0004234314,-90,17.59993,107.5999,107.5999,-1.49926,-1.20034,0.2989197,0.2989197
55,0,1,90,1,Semi_Aligned,0,4,apple,Top,book,Top,0.001842499,-180,17.59993,-162.4001,162.4001,-1.468384,-1.20034,0.2680435,0.2680435
55,0,1,90,1,Semi_Aligned,0,5,drink bottle,Top,lamp,Bottom,0.00844574,-45,17.59993,62.59993,62.59993,-42.62154,-1.20034,41.4212,41.4212
55,0,1,90,1,Semi_Aligned,0,6,drink bottle,Top,book,Top,0.0004425049,-90,17.59993,107.5999,107.5999,-1.468384,-1.20034,0.2680435,0.2680435
55,0,1,90,1,Semi_Aligned,0,7,drink bottle,Top,fan,Top,0.004699707,180,17.59993,-162.4001,162.4001,-1.49926,-1.20034,0.2989197,0.2989197
55,0,1,90,1,Aligned,0,8,book,Top,dumbbell,Bottom,0.005138397,-45,17.59993,62.59993,62.59993,-41.50229,-1.20034,40.30195,40.30195
55,0,1,90,1,Aligned,0,9,book,Top,drink bottle,Top,0.001205444,90,17.59993,-72.40009,72.40009,-1.4478,-1.20034,0.2474594,0.2474594
55,0,1,90,1,Semi_Aligned,0,10,drink bottle,Top,plant,Bottom,0.003917694,135,17.59993,-117.4001,117.4001,-42.61043,-1.20034,41.41009,41.41009
55,0,1,90,1,Aligned,0,11,book,Top,soccerball,Bottom,0.002574921,135,17.59993,-117.4001,117.4001,-40.99789,-1.20034,39.79755,39.79755
55,0,1,90,1,Aligned,0,12,book,Top,apple,Top,0.002326965,180,17.59993,-162.4001,162.4001,-1.684509,-1.20034,0.484169,0.484169
55,0,1,90,1,Aligned,0,13,book,Top,plant,Bottom,0.001213074,-135,17.59993,152.5999,152.5999,-42.61043,-1.20034,41.41009,41.41009
55,0,1,90,1,Semi_Aligned,0,14,apple,Top,soccerball,Bottom,0.004714966,-45,17.59993,62.59993,62.59993,-40.99789,-1.20034,39.79755,39.79755
55,0,1,90,1,Semi_Aligned,0,15,apple,Top,fan,Top,0.001625061,90,17.59993,-72.40009,72.40009,-1.49926,-1.20034,0.2989197,0.2989197
55,0,1,90,1,Semi_Aligned,0,16,dumbbell,Bottom,fan,Top,0.005512238,-45,17.59993,62.59993,62.59993,41.1671,-1.200302,-42.3674,42.3674
55,0,1,90,1,Semi_Aligned,0,17,plant,Bottom,soccerball,Bottom,0.000579834,-90,17.59993,107.5999,107.5999,1.583244,-1.200302,-2.783546,2.783546
55,0,1,90,1,Semi_Aligned,0,18,lamp,Bottom,apple,Top,0.003887177,135,17.59993,-117.4001,117.4001,41.06187,-1.200302,-42.26218,42.26218
55,0,1,90,1,Semi_Aligned,0,19,dumbbell,Bottom,lamp,Bottom,0.0007133484,90,17.59993,-72.40009,72.40009,-1.339294,-1.200302,0.1389923,0.1389923
55,0,1,90,1,Semi_Aligned,0,20,plant,Bottom,fan,Top,0.004760742,45,17.59993,-27.40009,27.40009,41.1671,-1.200302,-42.3674,42.3674
55,0,1,90,1,Semi_Aligned,0,21,soccerball,Bottom,book,Top,0.004795074,-135,17.59993,152.5999,152.5999,41.18461,-1.200302,-42.38491,42.38491
55,0,1,90,1,Semi_Aligned,0,22,lamp,Bottom,plant,Bottom,0.004653931,180,17.59993,-162.4001,162.4001,-1.318787,-1.200302,0.1184845,0.1184845
55,0,1,90,1,Semi_Aligned,0,23,soccerball,Bottom,dumbbell,Bottom,0.005512238,180,17.59993,-162.4001,162.4001,0.6912766,-1.200302,-1.891579,1.891579
55,0,1,90,1,Semi_Aligned,0,24,drink bottle,Top,soccerball,Bottom,5.167992,45,14.39996,-30.60004,30.60004,-40.99789,1.799751,42.79765,42.79765
55,0,1,90,1,Semi_Aligned,0,25,apple,Top,drink bottle,Top,11.97134,-90,14.39996,104.4,104.4,-1.447792,1.799751,3.247543,3.247543
55,0,1,90,1,Semi_Aligned,0,26,apple,Top,plant,Bottom,3.278236,45,14.39996,-30.60004,30.60004,-42.61043,1.799751,44.41018,44.41018
1,0,1,90,1,Semi_Aligned,0,1,apple,Top,dumbbell,Bottom,1.818485,135,30.79995,-104.2001,104.2001,-41.50229,-5.600052,35.90224,35.90224
1,0,1,90,1,Semi_Aligned,0,2,drink bottle,Top,lamp,Bottom,0.004209518,-45,30.79995,75.79994,75.79994,-42.62154,-5.600052,37.02148,37.02148
1,0,1,90,1,Semi_Aligned,0,3,drink bottle,Top,plant,Bottom,0.0003623962,135,30.79995,-104.2001,104.2001,-42.61043,-5.600052,37.01038,37.01038
1,0,1,90,1,Aligned,0,4,book,Top,lamp,Bottom,0.0004005432,45,30.79995,-14.20004,14.20004,-42.62154,-5.600052,37.02148,37.02148
1,0,1,90,1,Aligned,0,5,book,Top,drink bottle,Top,0.004802704,90,30.79995,-59.20004,59.20004,-1.4478,-5.600052,-4.152252,4.152252
1,0,1,90,1,Semi_Aligned,0,6,drink bottle,Top,fan,Top,0.01064301,-180,30.79995,-149.2001,149.2001,-1.49926,-5.600052,-4.100792,4.100792
1,0,1,90,1,Semi_Aligned,0,7,drink bottle,Top,book,Top,0.004878998,-90,30.79995,120.7999,120.7999,-1.468384,-5.600052,-4.131668,4.131668
1,0,1,90,1,Aligned,0,8,book,Top,dumbbell,Bottom,0.009792328,-45,30.79995,75.79994,75.79994,-41.50229,-5.600052,35.90224,35.90224
1,0,1,90,1,Semi_Aligned,0,9,apple,Top,fan,Top,0.004009247,90,30.79995,-59.20004,59.20004,-1.49926,-5.600052,-4.100792,4.100792
1,0,1,90,1,Aligned,0,10,book,Top,apple,Top,0.001079559,180,30.79995,-149.2001,149.2001,-1.684509,-5.600052,-3.915543,3.915543
1,0,1,90,1,Semi_Aligned,0,11,apple,Top,book,Top,0.003139496,-180,30.79995,-149.2001,149.2001,-1.468384,-5.600052,-4.131668,4.131668
1,0,1,90,1,Aligned,0,12,book,Top,soccerball,Bottom,0.004669189,135,30.79995,-104.2001,104.2001,-40.99789,-5.600052,35.39784,35.39784
1,0,1,90,1,Aligned,0,13,book,Top,plant,Bottom,0.002708435,-135,30.79995,165.7999,165.7999,-42.61043,-5.600052,37.01038,37.01038
1,0,1,90,1,Aligned,0,14,book,Top,fan,Top,0.003299713,-90,30.79995,120.7999,120.7999,-1.49926,-5.600052,-4.100792,4.100792
1,0,1,90,1,Semi_Aligned,0,15,apple,Top,soccerball,Bottom,0.006332397,-45,30.79995,75.79994,75.79994,-40.99789,-5.600052,35.39784,35.39784
1,0,1,90,1,Semi_Aligned,0,16,dumbbell,Bottom,lamp,Bottom,0.001068115,90,30.79995,-59.20004,59.20004,-1.339294,-5.600006,-4.260712,4.260712
1,0,1,90,1,Semi_Aligned,0,17,lamp,Bottom,apple,Top,0.001403809,135,30.79995,-104.2001,104.2001,41.06187,-5.600006,-46.66188,46.66188
1,0,1,90,1,Semi_Aligned,0,18,soccerball,Bottom,dumbbell,Bottom,0.003852844,180,30.79995,-149.2001,149.2001,0.6912766,-5.600006,-6.291283,6.291283
1,0,1,90,1,Semi_Aligned,0,19,plant,Bottom,fan,Top,0.0009651184,45,30.79995,-14.20004,14.20004,41.1671,-5.600006,-46.76711,46.76711
1,0,1,90,1,Semi_Aligned,0,20,soccerball,Bottom,book,Top,0.001934052,-135,30.79995,165.7999,165.7999,41.18461,-5.600006,-46.78461,46.78461
1,0,1,90,1,Semi_Aligned,0,21,plant,Bottom,soccerball,Bottom,0.006813049,-90,30.79995,120.7999,120.7999,1.583244,-5.600006,-7.18325,7.18325
1,0,1,90,1,Semi_Aligned,0,22,lamp,Bottom,plant,Bottom,0.002094269,180,30.79995,-149.2001,149.2001,-1.318787,-5.600006,-4.281219,4.281219
1,0,1,90,1,Semi_Aligned,0,23,dumbbell,Bottom,fan,Top,0.005363464,-45,30.79995,75.79994,75.79994,41.1671,-5.600006,-46.76711,46.76711
1,0,1,90,1,Misaligned,0,24,plant,Bottom,lamp,Bottom,5.587269,180,26.19991,-153.8001,153.8001,-1.339294,0,1.339294,1.339294
